Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1520,CA-2017-116204,2024-03-20,2/14/2017,Second Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.336,6,0.2,7.7343
1521,CA-2017-109946,2024-03-21,4/21/2017,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10001419,Office Supplies,Art,Newell 325,16.52,5,0.2,2.065
1522,CA-2015-144806,2024-03-22,12/11/2015,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,6,0.2,48.9516
1523,CA-2015-144806,2024-03-23,12/11/2015,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,19.92,5,0.2,6.723
1524,CA-2015-144806,2024-03-24,12/11/2015,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,198.272,7,0.2,61.96
1525,CA-2015-144806,2024-03-25,12/11/2015,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.104,5,0.2,-58.6872
1526,CA-2015-144806,2024-03-26,12/11/2015,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092
1527,CA-2016-122392,2024-03-27,7/27/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,18103,East,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,4.16,2,0.2,0.364
1528,CA-2016-122392,2024-03-28,7/27/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,18103,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648,2,0.2,3.3488
1529,CA-2015-148432,2024-03-29,11/10/2015,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,26.18,7,0.0,0.5236
1530,CA-2015-148432,2024-03-30,11/10/2015,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,7.3,1,0.0,3.431
1531,CA-2015-103793,2024-03-31,3/31/2015,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Miami,Florida,33142,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.352,2,0.2,23.235
1532,CA-2017-159884,2024-04-01,9/5/2017,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,85281,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,1,0.2,0.8058
1533,CA-2017-159884,2024-04-02,9/5/2017,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,85281,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,2,0.2,2.7222
1534,CA-2016-139885,2024-04-03,12/8/2016,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,New York City,New York,10035,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,212.88,5,0.0,0.0
1535,CA-2017-124086,2024-04-04,2/14/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Laguna Niguel,California,92677,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2,0.15,16.7986
1536,CA-2016-112389,2024-04-05,11/2/2016,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Bridgeton,New Jersey,8302,East,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,0.0,0.4074
1537,CA-2016-112389,2024-04-06,11/2/2016,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Bridgeton,New Jersey,8302,East,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",11.67,2,0.0,3.0342
1538,CA-2017-121888,2024-04-07,9/17/2017,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,1,0.0,11.5971
1539,CA-2017-121888,2024-04-08,9/17/2017,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,0.0,6.512
1540,CA-2017-121888,2024-04-09,9/17/2017,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,2,0.0,203.5644
1541,CA-2017-121888,2024-04-10,9/17/2017,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48,7,0.0,116.3904
1542,CA-2014-166884,2024-04-11,3/16/2014,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,5,0.2,2.288
1543,CA-2014-166884,2024-04-12,3/16/2014,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.464,5,0.2,1.7004
1544,CA-2014-107181,2024-04-13,2/8/2014,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,3,0.2,29.0136
1545,CA-2014-107181,2024-04-14,2/8/2014,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0.0,16.0928
1546,CA-2014-150245,2024-04-15,1/4/2015,Second Class,PC-18745,Pamela Coakley,Corporate,United States,Watertown,New York,13601,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,7,0.2,196.686
1547,CA-2015-111395,2024-04-16,11/27/2015,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,335.52,4,0.2,117.432
1548,CA-2015-111395,2024-04-17,11/27/2015,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.912,1,0.8,-40.6504
1549,CA-2015-111395,2024-04-18,11/27/2015,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.056,1,0.2,2.3674
1550,CA-2014-134278,2024-04-19,7/8/2014,First Class,EP-13915,Emily Phan,Consumer,United States,New York City,New York,10011,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992,1,0.2,174.9975
1551,US-2017-124926,2024-04-20,11/18/2017,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Houston,Texas,77095,Central,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,5,0.8,-24.7086
1552,CA-2016-159345,2024-04-21,6/22/2016,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,111.96,2,0.0,54.8604
1553,CA-2014-130274,2024-04-22,5/5/2014,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Appleton,Wisconsin,54915,Central,OFF-LA-10002195,Office Supplies,Labels,Avery 481,21.56,8,0.0,10.3488
1554,CA-2017-158386,2024-04-23,10/21/2017,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,Richmond,Kentucky,40475,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,4,0.0,57.385
1555,CA-2015-111507,2024-04-24,2/13/2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Bellevue,Washington,98006,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,5.28,3,0.0,1.5312
1556,CA-2017-120761,2024-04-25,9/8/2017,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Long Beach,New York,11561,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,3,0.0,39.5428
1557,CA-2016-109176,2024-04-26,5/15/2016,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,9.344,1,0.2,3.504
1558,CA-2016-109176,2024-04-27,5/15/2016,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,4,0.2,9.92
1559,CA-2015-112116,2024-04-28,3/18/2015,Second Class,JE-15475,Jeremy Ellison,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,171.96,1,0.0,44.7096
1560,CA-2016-126809,2024-04-29,4/13/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,10,0.2,12.8151
1561,CA-2014-105172,2024-04-30,4/9/2014,Standard Class,PK-18910,Paul Knutson,Home Office,United States,San Francisco,California,94109,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0.0,9.072
1562,CA-2017-107293,2024-05-01,9/6/2017,First Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,98115,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78,1,0.0,0.7228
1563,US-2017-102890,2024-05-02,6/30/2017,Same Day,SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,10011,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,5,0.4,-295.9785
1564,CA-2015-158554,2024-05-03,11/9/2015,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,2,0.2,4.1151
1565,CA-2014-116239,2024-05-04,3/4/2014,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0.0,17.745
1566,CA-2015-132101,2024-05-05,3/25/2015,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,2,0.2,39.6879
1567,CA-2015-129112,2024-05-06,11/30/2015,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,2,0.2,-0.2685
1568,CA-2015-129112,2024-05-07,11/30/2015,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,8.784,3,0.8,-13.6152
1569,US-2017-152002,2024-05-08,6/11/2017,Same Day,DV-13465,Dianna Vittorini,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,2,0.0,60.2553
1570,CA-2017-165029,2024-05-09,11/30/2017,Standard Class,AH-10075,Adam Hart,Corporate,United States,Atlanta,Georgia,30318,South,OFF-AR-10003504,Office Supplies,Art,Newell 347,12.84,3,0.0,3.7236
1571,US-2014-157385,2024-05-10,11/25/2014,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,5,0.2,-67.941
1572,US-2014-157385,2024-05-11,11/25/2014,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84,2,0.0,10.4832
1573,US-2014-157385,2024-05-12,11/25/2014,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,0,0.0,6.2979
1574,US-2014-157385,2024-05-13,11/25/2014,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44,1,0.2,23.84
1575,CA-2014-101602,2024-05-14,12/18/2014,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,2,0.2,-9.153
1576,CA-2014-101602,2024-05-15,12/18/2014,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,-21.808
1577,CA-2016-109057,2024-05-16,4/27/2016,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,60505,Central,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,23.952,1,0.2,2.3952
1578,CA-2016-154403,2024-05-17,5/27/2016,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Florence,Alabama,35630,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,4.98,0,0.0,2.4402
1579,CA-2016-102456,2024-05-18,3/1/2016,First Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,10011,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,2,0.0,49.5552
1580,CA-2015-131338,2024-05-19,8/12/2015,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,1,0.0,89.3142
1581,CA-2015-131338,2024-05-20,8/12/2015,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,382.806,8,0.4,-153.1224
1582,CA-2015-131338,2024-05-21,8/12/2015,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,1,0.0,2.9372
1583,CA-2015-131338,2024-05-22,8/12/2015,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.568,1,0.2,456.588
1584,CA-2015-131338,2024-05-23,8/12/2015,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456
1585,CA-2015-131338,2024-05-24,8/12/2015,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568
1586,CA-2015-131338,2024-05-25,8/12/2015,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0.0,274.386
1587,CA-2015-131338,2024-05-26,8/12/2015,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,143.7,3,0.0,68.976
1588,CA-2015-131338,2024-05-27,8/12/2015,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0.0,5.0055
1589,CA-2015-131338,2024-05-28,8/12/2015,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,3,0.0,34.692
1590,CA-2016-109911,2024-05-29,5/16/2016,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,Virginia,23464,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96,4,0.0,2.9592
1591,US-2016-132423,2024-05-30,4/19/2016,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.488,6,0.2,5.8604
1592,US-2016-132423,2024-05-31,4/19/2016,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,8.04,5,0.2,2.9145
1593,CA-2015-122826,2024-06-01,6/25/2015,Second Class,RD-19480,Rick Duston,Consumer,United States,Olympia,Washington,98502,West,TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home�Telephone,201.568,3,0.2,22.6764
1594,CA-2014-117317,2024-06-02,10/19/2014,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.44,2,0.0,6.5856
1595,CA-2015-118423,2024-06-03,3/27/2015,First Class,DP-13390,Dennis Pardue,Home Office,United States,Peoria,Illinois,61604,Central,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.058,3,0.3,-35.9058
1596,CA-2017-149181,2024-06-04,5/12/2017,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568
1597,CA-2017-132234,2024-06-05,10/18/2017,First Class,MY-17380,Maribeth Yedwab,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3,12,0.0,175.136
1598,CA-2017-158876,2024-06-06,11/21/2017,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,16.896,3,0.2,5.28
1599,CA-2017-158876,2024-06-07,11/21/2017,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,6.672,1,0.2,0.5004
1600,CA-2017-158876,2024-06-08,11/21/2017,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,3,0.2,8.6744
1601,CA-2017-158876,2024-06-09,11/21/2017,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.6,-13.993
1602,CA-2016-164672,2024-06-10,5/13/2016,Second Class,GB-14530,George Bell,Corporate,United States,Dover,Delaware,19901,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,1,0.0,42.392
1603,US-2016-132857,2024-06-11,12/17/2016,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Smyrna,Tennessee,37167,South,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,6.672,2,0.2,1.668
1604,CA-2017-116645,2024-06-12,12/4/2017,Standard Class,ME-17725,Max Engle,Consumer,United States,Newark,Delaware,19711,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,7,0.0,45.2226
1605,US-2016-115819,2024-06-13,4/24/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,39.96,4,0.2,12.987
1606,US-2016-115819,2024-06-14,4/24/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000823,Office Supplies,Art,Newell 307,5.46,3,0.0,1.5288
1607,US-2016-115819,2024-06-15,4/24/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,0.0,21.228
1608,US-2016-115819,2024-06-16,4/24/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84,1,0.2,1.971
1609,US-2016-115819,2024-06-17,4/24/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,3,0.0,10.224
